rank,address_hex,kind,score,no_target,target_left,target_right,manual_aim,delta_left,delta_right,delta_manual,opposition,symmetry,sign_opposed,horizontal_score,left_score,right_score,manual_score
117,0x002346D8,MANUAL_AIM_CANDIDATE,7415.4241210937,18071.84765625,18395.65234375,14066.124023438,10223.470703125,323.8046875,-4005.7236328125,-7848.376953125,4329.5283203125,3681.9189453125,true,4977.1376953125,-2463.8948242187,3058.98359375,7415.4241210937
118,0x002346E0,MANUAL_AIM_CANDIDATE,7399.7532226562,18730.646484375,18637.669921875,14686.829101563,10917.213867188,-92.9765625,-4043.8173828125,-7813.4326171875,3950.8408203125,3950.8408203125,false,0.0,-2710.275390625,3215.9858398438,7399.7532226562
119,0x003B2BD8,MANUAL_AIM_CANDIDATE,7393.2541015625,8013.9365234375,17157.478515625,14390.79296875,16959.23046875,9143.5419921875,6376.8564453125,8945.2939453125,2766.685546875,2766.685546875,false,0.0,5060.584375,910.5560546875,7393.2541015625
120,0x0007B9F4,ARM_RIGHT_CANDIDATE,7360.7028808594,10456.258789063,9518.765625,2626.8093261719,10456.258789063,-937.4931640625,-7829.4494628906,0.0,6891.9562988281,6891.9562988281,false,0.0,-2977.2315673828,7360.7028808594,-876.69426269531
121,0x003B2BA8,MANUAL_AIM_CANDIDATE,7359.8099609375,119.0,10216.247070313,9418.4775390625,9418.482421875,10097.247070313,9299.4775390625,9299.482421875,797.76953125,797.76953125,false,0.0,4517.5600585938,3320.9057617188,7359.8099609375
122,0x001E8D94,MANUAL_AIM_CANDIDATE,7351.8403320313,18292.052734375,18318.185546875,14319.743164063,10540.368164063,26.1328125,-3972.3095703125,-7751.6845703125,3998.4423828125,3946.1767578125,true,4050.7080078125,-2735.1904296875,3184.0747070313,7351.8403320313
123,0x002346C8,MANUAL_AIM_CANDIDATE,7344.29296875,18577.474609375,18197.10546875,14511.916015625,10788.588867188,-380.369140625,-4065.55859375,-7788.8857421875,3685.189453125,3685.189453125,false,0.0,-2431.2987304687,3096.4854492188,7344.29296875
124,0x0006D21C,MANUAL_AIM_CANDIDATE,7326.0275390625,18280.658203125,18325.806640625,14333.162109375,10555.366210938,45.1484375,-3947.49609375,-7725.2919921875,3992.64453125,3902.34765625,true,4082.94140625,-2701.1288085937,3152.3926757813,7326.0275390625
125,0x003B2B90,ARM_HORIZONTAL_CANDIDATE,7037.3647460938,247.02026367188,243.9658203125,7275.2216796875,655.541015625,-3.054443359375,7028.2014160156,408.52075195313,7031.255859375,7025.1469726563,true,7037.3647460938,-3551.8983398437,6985.8221191406,-294.60483398438
126,0x00079F28,MANUAL_AIM_CANDIDATE,6532.138671875,0.0,2399.64453125,5339.779296875,7306.0810546875,2399.64453125,5339.779296875,7306.0810546875,2940.134765625,2940.134765625,false,0.0,-1000.8532226563,3409.3489257812,6532.138671875
127,0x00090DCC,ARM_RIGHT_CANDIDATE,6402.4448181152,-6328.7495117188,-6328.7495117188,785.07806396484,785.07806396484,0.0,7113.8275756836,7113.8275756836,7113.8275756836,7113.8275756836,false,0.0,-4268.2965454102,6402.4448181152,6402.4448181152
128,0x0009105C,ARM_RIGHT_CANDIDATE,6402.4448181152,-6328.7495117188,-6328.7495117188,785.07806396484,785.07806396484,0.0,7113.8275756836,7113.8275756836,7113.8275756836,7113.8275756836,false,0.0,-4268.2965454102,6402.4448181152,6402.4448181152
129,0x0009106C,ARM_RIGHT_CANDIDATE,6402.4448181152,-6328.7495117188,-6328.7495117188,785.07806396484,785.07806396484,0.0,7113.8275756836,7113.8275756836,7113.8275756836,7113.8275756836,false,0.0,-4268.2965454102,6402.4448181152,6402.4448181152
130,0x000910CC,ARM_RIGHT_CANDIDATE,6402.4448181152,-6328.7495117188,-6328.7495117188,785.07806396484,785.07806396484,0.0,7113.8275756836,7113.8275756836,7113.8275756836,7113.8275756836,false,0.0,-4268.2965454102,6402.4448181152,6402.4448181152
131,0x0009763C,ARM_RIGHT_CANDIDATE,6402.4448181152,-6328.7495117188,-6328.7495117188,785.07806396484,785.07806396484,0.0,7113.8275756836,7113.8275756836,7113.8275756836,7113.8275756836,false,0.0,-4268.2965454102,6402.4448181152,6402.4448181152
132,0x003B2D24,MANUAL_AIM_CANDIDATE,6354.2089309216,7948.1259765625,5.3916110992432,5.3929600715637,5.3703074455261,-7942.7343654633,-7942.7330164909,-7942.755669117,0.0013489723205566,0.0013489723205566,false,0.0,3177.0922903061,3177.0902668476,6354.2089309216
133,0x002DB488,MANUAL_AIM_CANDIDATE,6280.0,0.0,0.0,0.0,6280.0,0.0,0.0,6280.0,0.0,0.0,false,0.0,-628.0,-628.0,6280.0
134,0x003B2B84,ARM_HORIZONTAL_CANDIDATE,6277.3120117188,-7.872802734375,-706.21484375,4174.4130859375,2870.6875,-698.34204101563,4182.2858886719,2878.5603027344,4880.6279296875,3483.9438476563,true,6277.3120117188,-1680.6569335937,3545.2588378906,2390.4975097656
135,0x002DB354,MANUAL_AIM_CANDIDATE,6277.1593645096,0.0,0.0,28.406354904175,6280.0,0.0,28.406354904175,6280.0,28.406354904175,28.406354904175,false,0.0,-642.20317745209,-599.59364509583,6277.1593645096
136,0x0009A26C,MANUAL_AIM_CANDIDATE,6250.2401382179,-0.0014246403006837,-0.0014246403006837,785.07806396484,-6328.7495117188,0.0,785.07948860514,-6328.7480870784,785.07948860514,785.07948860514,false,0.0,-1025.4145530104,152.2046798973,6250.2401382179
137,0x0008EAAC,ARM_LEFT_CANDIDATE,5698.2870605469,785.07806396484,-6328.7495117188,-1574.1561279297,-1574.1561279297,-7113.8275756836,-2359.2341918945,-2359.2341918945,4754.5933837891,4754.5933837891,false,0.0,5698.2870605469,-1433.6030151367,1411.9280151367
138,0x0008EABC,ARM_LEFT_CANDIDATE,5698.2870605469,785.07806396484,-6328.7495117188,-1574.1561279297,-1574.1561279297,-7113.8275756836,-2359.2341918945,-2359.2341918945,4754.5933837891,4754.5933837891,false,0.0,5698.2870605469,-1433.6030151367,1411.9280151367
139,0x0009171C,ARM_RIGHT_CANDIDATE,5695.8745605469,0.0,0.0,-6328.7495117188,-6328.7495117188,0.0,-6328.7495117188,-6328.7495117188,6328.7495117188,6328.7495117188,false,0.0,-3797.2497070313,5695.8745605469,5695.8745605469
140,0x00091D3C,ARM_RIGHT_CANDIDATE,5695.8745605469,0.0,0.0,-6328.7495117188,-6328.7495117188,0.0,-6328.7495117188,-6328.7495117188,6328.7495117188,6328.7495117188,false,0.0,-3797.2497070313,5695.8745605469,5695.8745605469
141,0x0009468C,ARM_RIGHT_CANDIDATE,5695.8745605469,0.0,0.0,-6328.7495117188,-6328.7495117188,0.0,-6328.7495117188,-6328.7495117188,6328.7495117188,6328.7495117188,false,0.0,-3797.2497070313,5695.8745605469,5695.8745605469
142,0x0009469C,ARM_RIGHT_CANDIDATE,5695.8745605469,0.0,0.0,-6328.7495117188,-6328.7495117188,0.0,-6328.7495117188,-6328.7495117188,6328.7495117188,6328.7495117188,false,0.0,-3797.2497070313,5695.8745605469,5695.8745605469
143,0x00098D8C,ARM_RIGHT_CANDIDATE,5695.8745605469,0.0,0.0,-6328.7495117188,-6328.7495117188,0.0,-6328.7495117188,-6328.7495117188,6328.7495117188,6328.7495117188,false,0.0,-3797.2497070313,5695.8745605469,5695.8745605469
144,0x00098FEC,ARM_RIGHT_CANDIDATE,5695.8745605469,0.0,0.0,-6328.7495117188,-6328.7495117188,0.0,-6328.7495117188,-6328.7495117188,6328.7495117188,6328.7495117188,false,0.0,-3797.2497070313,5695.8745605469,5695.8745605469
145,0x00098FFC,ARM_RIGHT_CANDIDATE,5695.8745605469,0.0,0.0,-6328.7495117188,-6328.7495117188,0.0,-6328.7495117188,-6328.7495117188,6328.7495117188,6328.7495117188,false,0.0,-3797.2497070313,5695.8745605469,5695.8745605469
146,0x0009900C,ARM_RIGHT_CANDIDATE,5695.8745605469,0.0,0.0,-6328.7495117188,-6328.7495117188,0.0,-6328.7495117188,-6328.7495117188,6328.7495117188,6328.7495117188,false,0.0,-3797.2497070313,5695.8745605469,5695.8745605469
147,0x0009102C,ARM_RIGHT_CANDIDATE,5695.7911777563,-6328.7495117188,-6328.7495117188,-0.092647545039654,-0.092647545039654,0.0,6328.6568641737,6328.6568641737,6328.6568641737,6328.6568641737,false,0.0,-3797.1941185042,5695.7911777563,5695.7911777563
148,0x003B2BD0,ARM_RIGHT_CANDIDATE,5375.3991210938,8007.185546875,10216.247070313,14628.245117188,9418.482421875,2209.0615234375,6621.0595703125,1411.296875,4411.998046875,4411.998046875,false,0.0,-1242.5979492188,5375.3991210938,528.284765625
149,0x0008161C,ARM_LEFT_CANDIDATE,4876.2863647461,138.61209106445,5084.623046875,263.0173034668,213.83193969727,4946.0109558105,124.40521240234,75.219848632813,4821.6057434082,4821.6057434082,false,0.0,4876.2863647461,-2356.1222503662,-431.82176818848
150,0x000D3320,MANUAL_AIM_CANDIDATE,4714.459375,169020.6875,173444.859375,176073.484375,174882.84375,4424.171875,7052.796875,5862.15625,2628.625,2628.625,false,0.0,311.5578125,4254.4953125,4714.459375
151,0x001052D0,ARM_RIGHT_CANDIDATE,4634.054296875,16735.142578125,19545.765625,23165.35546875,20643.61328125,2810.623046875,6430.212890625,3908.470703125,3619.58984375,3619.58984375,false,0.0,-795.33046875,4634.054296875,2984.387109375
152,0x000F8AD0,ARM_RIGHT_CANDIDATE,4630.065234375,16737.533203125,19546.365234375,23162.876953125,20646.158203125,2808.83203125,6425.34375,3908.625,3616.51171875,3616.51171875,false,0.0,-794.70234375,4630.065234375,2985.207421875
153,0x003B3100,ARM_LEFT_CANDIDATE,4384.6831054688,0.0,4384.6831054688,0.0,0.0,4384.6831054688,0.0,0.0,4384.6831054688,4384.6831054688,false,0.0,4384.6831054688,-2192.3415527344,-438.46831054688
154,0x0028654C,ARM_HORIZONTAL_CANDIDATE,4287.3736641405,-345.52868652344,-0.00068942713551223,-3596.318359375,-0.48583102226257,345.5279970963,-3250.7896728516,345.04285550117,3596.3176699479,2905.2616757553,true,4287.3736641405,-1314.3711248796,3043.5213887533,-14.588911493612
155,0x003B2DB4,ARM_LEFT_CANDIDATE,4277.1899414063,0.0,4277.1899414063,0.0,0.0,4277.1899414063,0.0,0.0,4277.1899414063,4277.1899414063,false,0.0,4277.1899414063,-2138.5949707031,-427.71899414063
156,0x003B3438,MANUAL_AIM_CANDIDATE,4252.7870537221,76.921669006348,0.0,0.93056529760361,4345.0,-76.921669006348,-75.991103708744,4268.0783309937,0.93056529760361,0.93056529760361,false,0.0,-387.88171594739,-389.2775638938,4252.7870537221
157,0x003B3148,ARM_LEFT_CANDIDATE,4196.3969478052,4414.0,0.0021977026481181,3996.9982910156,4323.0,-4413.9978022974,-417.00170898438,-91.0,3996.996093313,3996.996093313,false,0.0,4196.3969478052,-1799.0971921643,-392.09995112817
158,0x003B2AF8,MANUAL_AIM_CANDIDATE,3884.5,0.0,4195.0,0.0,4304.0,4195.0,0.0,4304.0,4195.0,4195.0,false,0.0,3764.6,-2527.9,3884.5
159,0x003B2F74,ARM_HORIZONTAL_CANDIDATE,3880.6167819286,0.0048245606012642,3880.0,-0.202377602458,-0.099054448306561,3879.9951754394,-0.20720216305926,-0.10387900890782,3880.2023776025,3879.7879732763,true,3880.6167819286,3879.881186457,-1939.8007734575,-387.91635875134
160,0x000D2FA4,ARM_RIGHT_CANDIDATE,3834.5748046875,-16367.5078125,-19586.0546875,-22139.841796875,-19652.365234375,-3218.546875,-5772.333984375,-3284.857421875,2553.787109375,2553.787109375,false,0.0,3.894140625,3834.5748046875,2385.7693359375
161,0x003B3254,ARM_HORIZONTAL_CANDIDATE,3796.876953125,-757.576171875,0.0,-2281.724609375,-139.564453125,757.576171875,-1524.1484375,618.01171875,2281.724609375,766.572265625,true,3796.876953125,-66.29921875,1083.5591796875,389.8392578125
162,0x001F1E88,MANUAL_AIM_CANDIDATE,3612.3946899414,3210.06640625,-1070.0220947266,813.216796875,-1070.0220947266,-4280.0885009766,-2396.849609375,-4280.0885009766,1883.2388916016,1883.2388916016,false,0.0,2653.6548461914,-171.20349121094,3612.3946899414
163,0x00069CB0,MANUAL_AIM_CANDIDATE,3529.36171875,7203.390625,9506.078125,11380.7578125,11380.7578125,2302.6875,4177.3671875,4177.3671875,1874.6796875,1874.6796875,false,0.0,-203.7328125,2608.28671875,3529.36171875
164,0x001EF088,MANUAL_AIM_CANDIDATE,3529.36171875,7203.390625,9506.078125,11380.7578125,11380.7578125,2302.6875,4177.3671875,4177.3671875,1874.6796875,1874.6796875,false,0.0,-203.7328125,2608.28671875,3529.36171875
165,0x001EF090,MANUAL_AIM_CANDIDATE,3529.36171875,7223.390625,9526.078125,11400.7578125,11400.7578125,2302.6875,4177.3671875,4177.3671875,1874.6796875,1874.6796875,false,0.0,-203.7328125,2608.28671875,3529.36171875
166,0x001EF098,MANUAL_AIM_CANDIDATE,3529.36171875,7203.390625,9506.078125,11380.7578125,11380.7578125,2302.6875,4177.3671875,4177.3671875,1874.6796875,1874.6796875,false,0.0,-203.7328125,2608.28671875,3529.36171875
167,0x001EF0A0,MANUAL_AIM_CANDIDATE,3529.36171875,7183.390625,9486.078125,11360.7578125,11360.7578125,2302.6875,4177.3671875,4177.3671875,1874.6796875,1874.6796875,false,0.0,-203.7328125,2608.28671875,3529.36171875
168,0x00204B40,MANUAL_AIM_CANDIDATE,3529.36171875,7203.390625,9506.078125,11380.7578125,11380.7578125,2302.6875,4177.3671875,4177.3671875,1874.6796875,1874.6796875,false,0.0,-203.7328125,2608.28671875,3529.36171875
169,0x00204B6C,MANUAL_AIM_CANDIDATE,3529.36171875,7203.390625,9506.078125,11380.7578125,11380.7578125,2302.6875,4177.3671875,4177.3671875,1874.6796875,1874.6796875,false,0.0,-203.7328125,2608.28671875,3529.36171875
170,0x00204B84,MANUAL_AIM_CANDIDATE,3529.36171875,7203.390625,9506.078125,11380.7578125,11380.7578125,2302.6875,4177.3671875,4177.3671875,1874.6796875,1874.6796875,false,0.0,-203.7328125,2608.28671875,3529.36171875
171,0x00204B5C,MANUAL_AIM_CANDIDATE,3528.3834960938,7204.4775390625,9507.1650390625,11380.7578125,11380.7578125,2302.6875,4176.2802734375,4176.2802734375,1873.5927734375,1873.5927734375,false,0.0,-203.0806640625,2607.3084960937,3528.3834960938
172,0x00204B78,MANUAL_AIM_CANDIDATE,3526.5000976563,7203.390625,9506.078125,11381.844726563,11378.004882813,2302.6875,4178.4541015625,4174.6142578125,1875.7666015625,1875.7666015625,false,0.0,-204.0009765625,2609.6489257813,3526.5000976563
173,0x003B2DB0,ARM_LEFT_CANDIDATE,3356.552734375,0.0,3356.552734375,0.0,0.0,3356.552734375,0.0,0.0,3356.552734375,3356.552734375,false,0.0,3356.552734375,-1678.2763671875,-335.6552734375
174,0x003B2F70,ARM_LEFT_CANDIDATE,3180.1715912342,-0.82783579826355,-3181.0,-0.8286617398262,-0.82943576574326,-3180.1721642017,-0.00082594156265259,-0.0015999674797058,3180.1713382602,3180.1713382602,false,0.0,3180.1715912342,-1590.0854161561,-318.01569904685
175,0x003B2B80,ARM_RIGHT_CANDIDATE,3130.5724609375,59.0595703125,-793.216796875,-3589.86328125,-863.0625,-852.2763671875,-3648.9228515625,-922.1220703125,2796.646484375,2796.646484375,false,0.0,-1064.397265625,3130.5724609375,472.0021484375
176,0x0005D774,ARM_RIGHT_CANDIDATE,2976.0574325562,-201.51953125,13.700759887695,2905.0,27.0,215.2202911377,3106.51953125,228.51953125,2891.2992401123,2891.2992401123,false,0.0,-1360.8914276123,2976.0574325562,-103.65445098877
177,0x00081698,ARM_LEFT_CANDIDATE,2745.7683532715,-458.61260986328,-3343.7009277344,-701.60424804688,-636.85406494141,-2885.0883178711,-242.99163818359,-178.24145507813,2642.0966796875,2642.0966796875,false,0.0,2745.7683532715,-1217.3766662598,-134.56654052734
178,0x002E343C,MANUAL_AIM_CANDIDATE,2739.4221191406,0.0,0.0,0.0,2739.4221191406,0.0,0.0,2739.4221191406,0.0,0.0,false,0.0,-273.94221191406,-273.94221191406,2739.4221191406
179,0x001A03A4,MANUAL_AIM_CANDIDATE,2624.2044921875,0.0,-3280.2556152344,-3280.2556152344,-3280.2556152344,-3280.2556152344,-3280.2556152344,-3280.2556152344,0.0,0.0,false,0.0,1312.1022460937,1312.1022460937,2624.2044921875
180,0x00076B34,MANUAL_AIM_CANDIDATE,2582.9735107422,3272.8513183594,3063.9951171875,2524.3967285156,594.14672851563,-208.85620117188,-748.45458984375,-2678.7045898438,539.59838867188,539.59838867188,false,0.0,-433.24155273438,376.15603027344,2582.9735107422
181,0x00076B98,MANUAL_AIM_CANDIDATE,2569.8590942383,3276.1010742188,3064.3989257813,2522.3017578125,609.69183349609,-211.7021484375,-753.79931640625,-2666.4092407227,542.09716796875,542.09716796875,false,0.0,-431.83843383789,381.30731811523,2569.8590942383
182,0x00076B84,MANUAL_AIM_CANDIDATE,2563.6188842773,3278.3823242188,3063.703125,2518.9775390625,617.35504150391,-214.67919921875,-759.40478515625,-2661.0272827148,544.7255859375,544.7255859375,false,0.0,-431.12592163086,385.96245727539,2563.6188842773
183,0x00076B48,MANUAL_AIM_CANDIDATE,2557.6415039062,3289.9069824219,3039.6416015625,2546.3542480469,632.88366699219,-250.26538085938,-743.552734375,-2657.0233154297,493.28735351563,493.28735351563,false,0.0,-387.21331787109,352.71771240234,2557.6415039062
184,0x00076A94,MANUAL_AIM_CANDIDATE,2556.0576660156,3284.9084472656,3062.4384765625,2539.9790039063,632.11083984375,-222.46997070313,-744.92944335938,-2652.7976074219,522.45947265625,522.45947265625,false,0.0,-415.27451171875,368.41469726562,2556.0576660156
185,0x00076B70,MANUAL_AIM_CANDIDATE,2550.6107666016,3286.7829589844,3058.712890625,2536.6467285156,638.3515625,-228.07006835938,-750.13623046875,-2648.4313964844,522.06616210938,522.06616210938,false,0.0,-411.84118652344,371.25805664063,2550.6107666016
186,0x00076A6C,MANUAL_AIM_CANDIDATE,2546.4519775391,3266.7404785156,3060.9670410156,2519.7229003906,625.00939941406,-205.7734375,-747.017578125,-2641.7310791016,541.244140625,541.244140625,false,0.0,-431.90845947266,379.95775146484,2546.4519775391
187,0x00076B20,MANUAL_AIM_CANDIDATE,2544.6170166016,3263.3352050781,3047.4516601563,2529.3659667969,623.73291015625,-215.88354492188,-733.96923828125,-2639.6022949219,518.08569335938,518.08569335938,false,0.0,-415.06130371094,362.06723632812,2544.6170166016
188,0x00076A58,MANUAL_AIM_CANDIDATE,2541.6959960938,3273.0378417969,3061.4267578125,2522.626953125,635.1396484375,-211.61108398438,-750.41088867188,-2637.8981933594,538.7998046875,538.7998046875,false,0.0,-427.3841796875,380.81552734375,2541.6959960938
189,0x00076A80,MANUAL_AIM_CANDIDATE,2540.7449707031,3278.6088867188,3069.1352539063,2522.8393554688,641.33959960938,-209.4736328125,-755.76953125,-2637.2692871094,546.2958984375,546.2958984375,false,0.0,-432.13806152344,387.30578613281,2540.7449707031
190,0x00076AF8,MANUAL_AIM_CANDIDATE,2535.6331054687,3284.4990234375,3064.9370117188,2458.9052734375,644.35034179688,-219.56201171875,-825.59375,-2640.1486816406,606.03173828125,606.03173828125,false,0.0,-457.24973144531,451.79787597656,2535.6331054687
191,0x00076B5C,MANUAL_AIM_CANDIDATE,2534.9061279297,3273.3203125,3064.2277832031,2519.8920898438,642.162109375,-209.09252929688,-753.42822265625,-2631.158203125,544.33569335938,544.33569335938,false,0.0,-430.73740234375,385.76613769531,2534.9061279297
192,0x00076ABC,MANUAL_AIM_CANDIDATE,2524.6942260742,3257.1987304688,3066.9572753906,2529.1206054688,640.67254638672,-190.24145507813,-728.078125,-2616.526184082,537.83666992188,537.83666992188,false,0.0,-435.45022583008,371.30477905273,2524.6942260742
193,0x00076B0C,MANUAL_AIM_CANDIDATE,2523.6837158203,3262.3381347656,3048.486328125,2488.296875,639.86511230469,-213.85180664063,-774.04125976563,-2622.4730224609,560.189453125,560.189453125,false,0.0,-435.41612548828,404.86805419922,2523.6837158203
194,0x00076BAC,MANUAL_AIM_CANDIDATE,2523.0932250977,3269.8671875,3029.5029296875,2530.5649414063,648.80731201172,-240.3642578125,-739.30224609375,-2621.0598754883,498.93798828125,498.93798828125,false,0.0,-391.3928527832,357.01412963867,2523.0932250977
195,0x00076AE4,MANUAL_AIM_CANDIDATE,2520.9605102539,3266.0993652344,3063.9909667969,2494.1953125,647.73760986328,-202.1083984375,-771.90405273438,-2618.3617553711,569.79565429688,569.79565429688,false,0.0,-445.6798034668,409.01367797852,2520.9605102539
196,0x00076AD0,MANUAL_AIM_CANDIDATE,2517.8486816406,3259.9780273438,3016.8642578125,2500.8571777344,641.90588378906,-243.11376953125,-759.12084960938,-2618.0721435547,516.00708007813,516.00708007813,false,0.0,-398.25386962891,375.75675048828,2517.8486816406
197,0x00076AA8,MANUAL_AIM_CANDIDATE,2515.1498168945,3275.4436035156,3037.6730957031,2492.2958984375,658.20196533203,-237.7705078125,-783.14770507813,-2617.2416381836,545.37719726563,545.37719726563,false,0.0,-415.52750854492,402.53828735352,2515.1498168945
198,0x00076BC0,MANUAL_AIM_CANDIDATE,2514.0622070313,3249.6694335938,3067.0864257813,2525.46484375,644.92846679688,-182.5830078125,-724.20458984375,-2604.7409667969,541.62158203125,541.62158203125,false,0.0,-439.99338378906,372.43898925781,2514.0622070313
199,0x001F25F8,ARM_LEFT_CANDIDATE,2436.5272521973,3338.4672851563,-1070.0220947266,-599.21234130859,3307.244140625,-4408.4893798828,-3937.6796264648,-31.22314453125,470.80975341797,470.80975341797,false,0.0,2436.5272521973,1730.3126220703,-803.39375610352
200,0x003B34BC,ARM_LEFT_CANDIDATE,2427.938564682,4.1325445175171,-2426.185546875,0.0,1.0,-2430.3180913925,-4.1325445175171,-3.1325445175171,2426.185546875,2426.185546875,false,0.0,2427.938564682,-1211.3397556305,-240.31251907349
